Record ID,Publication,Date,Author,Headline,Story_Link,Body - Length - Words,Pub_Tier,Outlet score,O_Desc,Topic_Prominence,Topic_Sentiment,Topic_State,Topic_Sentiment.1,Narrative_Performance_Description,Narrative_Performance_Prominence,Narrative_Performance_Sentiment,Narrative_Performance_State,Narrative_Performance_Signals,Narrative_Fun_Description,Narrative_Fun_Prominence,Narrative_Fun_Sentiment,Narrative_Fun_State,Narrative_Fun_Signals,Narrative_Innovation_Description,Narrative_Innovation_Prominence,Narrative_Innovation_Sentiment,Narrative_Innovation_State,Narrative_Innovation_Signals,Narrative_Experience_Description,Narrative_Experience_Prominence,Narrative_Experience_Sentiment,Narrative_Experience_State,Narrative_Experience_Signals,Narrative_Sustainability_Description,Narrative_Sustainability_Prominence,Narrative_Sustainability_Sentiment,Narrative_Sustainability_State,Narrative_5_Signals,Entity_BMW_Quality_Score,Enity_BMW_Prominence,Entity_BMW_Sentiment,Entity_BMW_Description,Entity_BMW_State,Entity_BMW_Modifier,Entity_BMW_Signals,Entity_Mercedes_Quality_Score,Entity_Mercedes_Prominence,Entity_Mercedes_Sentiment,Entity_Mercedes_Description,Entity_Mercedes_State,Entity_Mercedes_Modifier,Entity_Mercedes_Signals,Entity_Audi_Quality_score,Entity_Audi_Prominence,Entity_Audi_Sentiment,Entity_Audi_State,Entity_Audi_Modifiers,Entity_Audi_Signals,Entity_Audi_Description,Entity_Tesla_Quality_score,Entity_Tesla_Prominence,Entity_Tesla_Sentiment,Entity_Tesla_Description,Entity_Tesla_State,Entity_Tesla_Modifier,Entity_Tesla_Signals,Topic_Present,Topic_Sentiment_Normalized,Narrative_Performance_Present,Narrative_Performance_Sentiment_Normalized,Narrative_Fun_Present,Narrative_Fun_Sentiment_Normalized,Narrative_Innovation_Present,Narrative_Innovation_Sentiment_Normalized,Narrative_Experience_Present,Narrative_Experience_Sentiment_Normalized,Narrative_Sustainability_Present,Narrative_Sustainability_Sentiment_Normalized,Any_Narrative_Present,tracked_entities_in_article,prominent_tracked_entities_in_article,Central_Narrative_Key,Central_Narrative_Prominence,Central_Narrative_Sentiment,Entity_BMW_Present,Entity_BMW_Sentiment_Normalized,Entity_Mercedes_Present,Entity_Mercedes_Sentiment_Normalized,Entity_Audi_Present,Entity_Audi_Sentiment_Normalized,Entity_Tesla_Present,Entity_Tesla_Sentiment_Normalized,validation_notes,is_valid_row
recCVVUQx6uR0oeGd,New York Times,7/8/24,Luke Smith,F1 British GP live updates: Lewis Hamilton wins amazing race at Silverstone,https://www.nytimes.com/athletic/live-blogs/f1-british-gp-live-updates-race-results/EwD16WLZ9sFQ/,204,1,4,Lewis Hamilton ends win drought with emotional F1 British Grand Prix victory.,2,2.5,Niche,,The article highlights high-level racing performance and Hamilton's driving skill.,2.75,2.0,Healthy,,Hamilton's emotional connection to racing and the joy of victory are emphasized.,3.0,2.75,Healthy,,Technical innovation is implied through F1 context but not directly discussed.,0.5,0.25,Niche,,In-car experience is not discussed in the article.,0.0,0.0,,,Sustainability is not mentioned or implied in the article.,0.0,0.0,,,0.0,0.0,,,Off-Stage,Missed Opportunity,,4.0,1.0,1.0,Mercedes is mentioned as Hamilton's team in his final season before Ferrari move.,Supporting Player,Low-Heat Visibility,,0.0,0.0,,Off-Stage,Missed Opportunity,,,0.0,0.0,,,Off-Stage,Missed Opportunity,,True,2.5,True,2.0,True,2.75,True,1.0,False,1.0,False,1.0,True,1,0,Narrative_Fun,3.0,2.75,False,1.0,True,1.0,False,1.0,False,1.0,,True
recuWnwC35JnorXjl,Wall Street Journal,7/10/24,Victor Swezey,Volkswagen Cuts 2024 Sales Margin Forecast on Possible Audi EV-Plant Closure in Brussels,https://www.wsj.com/business/autos/volkswagen-cuts-2024-sales-forecast-on-possible-audi-ev-plant-closure-in-brussels-e38c2e36,191,1,4,Volkswagen lowers 2024 margin forecast due to possible Audi EV plant closure.,4,-2.0,High Risk,,Performance and driving dynamics are not discussed or implied in the article.,0.0,0.0,,,Driving enjoyment or emotional connection to vehicles is not addressed.,0.0,0.0,,,Technical innovation is indirectly referenced via EV production and plant closure.,1.0,-1.0,Ambient Risk,,Interior quality or in-car experience is not mentioned in the article.,0.0,0.0,,,Sustainability is implied through mention of electric vehicles but not discussed.,0.25,-0.25,Ambient Risk,,0.0,0.0,,BMW is not mentioned or discussed in the article.,Off-Stage,Overlooked,,0.0,0.0,,Mercedes is not mentioned or discussed in the article.,Off-Stage,Overlooked,,-14.0,2.0,-1.75,Under Fire,Soft Target,,Audi is mentioned as the possible closure of its Brussels EV plant impacts Volkswagen.,0.0,0.0,,Tesla is not mentioned or referenced in the article.,Off-Stage,Overlooked,,True,-2.0,False,1.0,False,1.0,True,-1.0,False,1.0,True,-1.0,True,1,1,Narrative_Innovation,1.0,-1.0,False,1.0,False,1.0,True,-1.75,False,1.0,,True
recE5ae8eCh1R7f6s,Autoweek,7/16/24,Jim Motavalli,Tesla’s Evolving Direct Sales Battle—and the Elon Musk Factor,https://www.autoweek.com/news/a61612955/teslas-direct-sales-battle-elon-musk-connecticut/,1764,2,4,The article examines Tesla's battle for direct sales laws and dealer opposition.,4,-1.0,Risky,,Performance and luxury are not discussed or referenced in the article.,0.0,0.0,,,Driving enjoyment or emotional connection to vehicles is not addressed.,0.0,0.0,,,The article discusses Tesla's workaround using tribal lands as a legal innovation.,2.0,1.0,Niche,,"In-car experience, interior quality, or infotainment are not mentioned.",0.0,0.0,,,Sustainability is referenced in the context of EV adoption and environmental goals.,1.25,1.0,Niche,,0.0,0.0,,BMW is not mentioned or discussed in the article.,Off-Stage,Competitor-Led,,1.0,0.25,1.0,"Mercedes is only mentioned as a dealer example, not discussed in depth.",Supporting Player,Low-Heat Visibility,,0.0,0.0,,Off-Stage,Competitor-Led,,Audi is not mentioned or discussed in the article.,-20.0,5.0,-1.0,"Tesla is the main focus, discussed in context of direct sales and legislation.",Under Fire,Soft Target,,True,-1.0,False,1.0,False,1.0,True,1.0,False,1.0,True,1.0,True,2,1,Narrative_Innovation,2.0,1.0,False,1.0,True,1.0,False,1.0,True,-1.0,,True
recsKplLxsCB1Lsuu,MotorTrend,7/16/24,Billy Rehbock,"The 2025 Audi A5 Looks Fantastic as a Wagon, Liftback, and Sedan",https://www.motortrend.com/news/2025-audi-a5-sedan-liftback-wagon-first-look-review,1568,2,4,"Overview of the 2025 Audi A5 redesign, features, and market positioning.",4,2.75,Healthy,,"Highlights powerful engines, agile handling, and refined driving dynamics.",4.0,2.75,Healthy,,"Describes engaging driving experience, responsive steering, and road feel.",3.0,2.0,Healthy,,"Covers advanced lighting, infotainment, driver assistance, and connectivity tech.",4.0,2.75,Healthy,,"Details premium interior, digital displays, ambient lighting, and comfort features.",3.75,2.5,Healthy,,Mentions mild hybrid diesel abroad but minimal focus on sustainability overall.,0.5,0.25,Niche,,0.0,0.0,,,Off-Stage,Competitor-Led,,0.0,0.0,,,Off-Stage,Competitor-Led,,41.25,5.0,2.75,Leader,Great Story,,"Article focuses on the next-generation Audi A5's design, features, and market role.",0.0,0.0,,Tesla is not mentioned or discussed in the article.,Off-Stage,Competitor-Led,,True,2.75,True,2.75,True,2.0,True,2.75,True,2.5,True,1.0,True,1,1,Narrative_Performance,4.0,2.75,False,1.0,False,1.0,True,2.75,False,1.0,,True
rectuKYb9lqiVSx2z,Hypebeast,7/16/24,Eddie Eng,Our Five Takeaways After Roadtripping the 2024 Audi RS6 Avant,https://hypebeast.com/2024/7/audi-rs6-avant-review-test-drive-road-trip,2102,2,4,A detailed review of the Audi RS6 Avant after an extensive road trip.,4,3.75,Healthy,,"Highlights the RS6 Avant's powerful engine, acceleration, and refined handling.",4.75,3.75,Healthy,,"Emphasizes the fun, excitement, and emotional joy of driving the RS6 Avant.",4.25,3.5,Healthy,,"Discusses advanced features like drive modes, tech packages, and sound system.",3.0,2.75,Healthy,,"Describes spaciousness, comfort, interior quality, and in-car amenities.",4.0,3.25,Healthy,,No mention of environmental responsibility or sustainability aspects.,0.0,0.0,,,0.0,0.0,,,Off-Stage,Competitor-Led,,0.0,0.0,,,Off-Stage,Competitor-Led,,45.0,5.0,3.0,Leader,Breakthrough Coverage,,Audi is the central focus with an in-depth review of the RS6 Avant road trip.,0.0,0.0,,Tesla is not mentioned or referenced in the article.,Off-Stage,Competitor-Led,,True,3.75,True,3.75,True,3.5,True,2.75,True,3.25,False,1.0,True,1,1,Narrative_Performance,4.75,3.75,False,1.0,False,1.0,True,3.0,False,1.0,,True
recbygA3VpCuZMGDH,The Verge,7/22/24,Nilay Patel,Rivian CEO RJ Scaringe says too many carmakers are copying Tesla,https://www.theverge.com/24201749/rivian-ceo-rj-scaringe-ev-electric-truck-r1-tesla-model-y-competition-decoder-interview,8420,2,4,"In-depth interview with Rivian CEO on tech, partnerships, and EV industry strategy.",4,2.25,Healthy,,"Premium performance discussed via R1S, R1T, and focus on high-output drivetrains.",2.75,1.75,Healthy,,Driving enjoyment and emotional connection highlighted through vehicle experience.,2.25,1.25,Niche,,"Technical innovation central, with focus on in-house software, ECUs, and joint venture.",5.0,2.75,Healthy,,"Interior quality, infotainment, and user interface discussed as key differentiators.",2.5,1.5,Healthy,,Sustainability referenced in context of electrification and supply chain improvements.,1.25,1.0,Niche,,0.0,0.0,,BMW is not mentioned or discussed in the article.,Off-Stage,Missed Opportunity,,0.0,0.0,,Mercedes is not mentioned or discussed in the article.,Off-Stage,Missed Opportunity,,3.0,1.0,1.0,Supporting Player,Low-Heat Visibility,,Audi is mentioned as a Volkswagen Group brand set to benefit from Rivian tech.,5.0,1.25,1.0,Tesla is discussed as a benchmark and rival for Rivian's technology and approach.,Supporting Player,Low-Heat Visibility,,True,2.25,True,1.75,True,1.25,True,2.75,True,1.5,True,1.0,True,2,0,Narrative_Innovation,5.0,2.75,False,1.0,False,1.0,True,1.0,True,1.0,,True
recsLAvT4uOTj4i6Y,New York Times,7/23/24,Madeline Coleman,"Mattia Binotto returns to F1, joining Audi project as exec at Sauber Motorsport AG",https://www.nytimes.com/athletic/5652786/2024/07/23/mattia-binotto-sauber-audi-f1-team/,384,1,4,Mattia Binotto joins Audi F1 project as Sauber Motorsport AG restructures leadership.,4,1.0,Healthy,,The article discusses F1 team management and performance ambitions but not luxury vehicles.,0.25,0.25,Niche,,There is no discussion of driving enjoyment or emotional connection to vehicles.,0.0,0.0,,,The article highlights technical leadership and innovation in F1 team management.,2.0,1.0,Niche,,"There is no mention of in-car experience, interior design, or related features.",0.0,0.0,,,Sustainability or environmental responsibility is not addressed in the article.,0.0,0.0,,,0.0,0.0,,,Off-Stage,Competitor-Led,,0.0,0.0,,,Off-Stage,Competitor-Led,,40.0,5.0,2.0,Leader,Great Story,,Audi is featured for its F1 project management overhaul and Binotto hire.,0.0,0.0,,Tesla is not mentioned or referenced in the article.,Off-Stage,Competitor-Led,,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,False,1.0,True,1,1,Narrative_Innovation,2.0,1.0,False,1.0,False,1.0,True,2.0,False,1.0,,True
recA6LZph98IhU1pv,New York Times,7/26/24,Madeline Coleman,Lewis Hamilton wins British Grand Prix after 945-day F1 victory drought,https://www.nytimes.com/athletic/5621950/2024/07/07/lewis-hamilton-wins-british-grand-prix-after-945-day-f1-victory-drought/,1022,1,4,Lewis Hamilton ends win drought with emotional British Grand Prix victory.,2,2.75,Niche,,"The article highlights high-performance driving, race pace, and vehicle control.",4.0,2.75,Healthy,,"The story emphasizes the thrill, excitement, and emotional connection of racing.",3.75,3.0,Healthy,,"Technical strategy, tire choices, and team engineering are discussed in detail.",3.0,2.0,Healthy,,Driver emotions and cockpit experience are mentioned but not interior features.,1.0,1.0,Niche,,Environmental or sustainability topics are not addressed in the article.,0.0,0.0,,,0.0,0.0,,BMW is not mentioned or discussed in the article.,Off-Stage,Competitor-Led,,44.0,4.0,2.75,Mercedes is featured for its F1 team's British GP win and recent performance gains.,Leader,Great Story,,0.0,0.0,,Off-Stage,Competitor-Led,,,0.0,0.0,,,Off-Stage,Competitor-Led,,True,2.75,True,2.75,True,3.0,True,2.0,True,1.0,False,1.0,True,1,1,Narrative_Performance,4.0,2.75,False,1.0,True,2.75,False,1.0,False,1.0,,True
recQHGt7Pl9teXAYf,CNET,7/29/24,Alex Nishimoto,"Best Car Seats for Newborns, Infants, and Toddlers",https://www.cnet.com/health/parenting/best-car-seats/,3794,2,4,Comprehensive guide reviewing and comparing top car seats for children.,1,2.75,Niche,,Performance and luxury driving are not discussed or relevant in this article.,0.0,0.0,,,Driving enjoyment or emotional connection to vehicles is not addressed.,0.0,0.0,,,"Highlights technical innovation in car seat safety, design, and convenience.",3.0,2.75,Healthy,,"Focuses on comfort, usability, and interior experience for children and parents.",4.0,3.0,Healthy,,Mentions sustainable materials and eco-friendly options in some car seats.,1.25,1.25,Niche,,0.0,0.0,,,Off-Stage,Missed Opportunity,,0.0,0.0,,,Off-Stage,Missed Opportunity,,0.0,0.0,,Off-Stage,Missed Opportunity,,,0.0,0.0,,,Off-Stage,Missed Opportunity,,True,2.75,False,1.0,False,1.0,True,2.75,True,3.0,True,1.25,True,0,0,Narrative_Experience,4.0,3.0,False,1.0,False,1.0,False,1.0,False,1.0,,True
recBoVlj98qS8TZsO,New York Times,7/29/24,Madeline Coleman,"George Russell disqualified from Belgian Grand Prix, making Lewis Hamilton the winner",https://www.nytimes.com/athletic/5664173/2024/07/28/george-russell-dq-belgian-grand-prix-lewis-hamilton/,652,1,4,"George Russell is disqualified from Belgian GP, making Hamilton the winner.",2,-1.0,Risky,,The article discusses high-level Formula One performance but not luxury vehicles.,1.0,0.25,Niche,,The emotional impact of racing and winning is mentioned for drivers.,1.25,0.25,Niche,,"Technical regulations, car weight, and procedural compliance are detailed.",3.0,0.25,Healthy,,There is no discussion of in-car experience or interior features.,0.0,0.0,,,Sustainability or environmental responsibility is not addressed.,0.0,0.0,,,0.0,0.0,,BMW is not mentioned or discussed in the article.,Off-Stage,Competitor-Led,,-20.0,5.0,-1.0,"Mercedes is central to the article, discussed in context of F1 disqualification.",Under Fire,Soft Target,,0.0,0.0,,Off-Stage,Competitor-Led,,,0.0,0.0,,,Off-Stage,Competitor-Led,,True,-1.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1,1,Narrative_Innovation,3.0,0.25,False,1.0,True,-1.0,False,1.0,False,1.0,,True
rec1ZttVFNyCN7ebD,New York Times,7/29/24,Jack Ewing,Elon Musk Says Robotaxis Are Tesla’s Future. Experts Have Doubts.,https://www.nytimes.com/2024/07/29/business/elon-musk-tesla-robotaxi.html,1417,1,4,The article examines Tesla's robotaxi ambitions and industry skepticism.,4,-1.5,Risky,,Performance and luxury are not discussed or implied in the article.,0.0,0.0,,,Driving enjoyment and emotional connection are not addressed in the article.,0.0,0.0,,,"Focuses on autonomous driving, AI, and competition in self-driving technology.",5.0,-1.75,Risky,,Mentions user experience with driver-assist systems and robotaxi service models.,2.0,-1.0,Risky,,Environmental responsibility and sustainability are not discussed in the article.,0.0,0.0,,,0.0,0.0,,BMW is not mentioned or discussed in the article.,Off-Stage,Innocent Bystander,,0.0,0.0,,Mercedes is not mentioned or discussed in the article.,Off-Stage,Innocent Bystander,,0.0,0.0,,Off-Stage,Innocent Bystander,,,-20.0,5.0,-1.0,"Tesla is the main focus, with coverage of its robotaxi and A.I. ambitions.",Under Fire,Soft Target,,True,-1.5,False,1.0,False,1.0,True,-1.75,True,-1.0,False,1.0,True,1,1,Narrative_Innovation,5.0,-1.75,False,1.0,False,1.0,False,1.0,True,-1.0,,True
recUBCceL3ePASLjT,New York Times,7/30/24,Luke Smith,Why Carlos Sainz is going to Williams — and where it leaves Alpine and Sauber for 2025,https://www.nytimes.com/athletic/5666388/2024/07/29/carlos-sainz-williams-alpine-sauber-f1/,1218,1,4,"Carlos Sainz joins Williams for 2025, impacting Alpine and Sauber driver plans.",2,1.25,Niche,,Performance and team rebuilding are discussed but not in luxury or consumer terms.,0.5,0.25,Niche,,"The article highlights Sainz seeking a stable, enjoyable team environment.",1.0,1.0,Niche,,Technical innovation is referenced in context of F1 regulations and team strategy.,1.25,0.75,Niche,,"Driver experience and team culture shifts are discussed, not in-car features.",0.5,0.25,Niche,,Sustainability or environmental responsibility is not mentioned or implied.,0.0,0.0,,,0.0,0.0,,,Off-Stage,Overlooked,,2.0,0.5,1.0,Mercedes is mentioned as a source of staff for Williams but not discussed further.,Supporting Player,Low-Heat Visibility,,-1.25,1.25,-1.0,Under Fire,Peripheral Hit,,Audi is mentioned as Sauber's future owner and Sainz's rejected option for 2025.,0.0,0.0,,Tesla is not mentioned or referenced in the article.,Off-Stage,Overlooked,,True,1.25,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,2,0,Narrative_Innovation,1.25,0.75,False,1.0,True,1.0,True,-1.0,False,1.0,,True
recnEPlZr0eQlhsjj,New York Times,8/1/24,Luke Smith,Jonathan Wheatley leaving Red Bull to become Audi F1’s team principal,https://www.nytimes.com/athletic/5674225/2024/08/01/jonathan-wheatley-red-bull-audi-f1/,507,1,4,Jonathan Wheatley leaves Red Bull to become Audi F1 team principal.,4,1.0,Healthy,,The article discusses F1 team leadership but not premium vehicle performance.,0.0,0.0,,,There is no mention of driving enjoyment or emotional connection to vehicles.,0.0,0.0,,,Technical innovation is referenced through F1 operations and team management.,2.0,1.0,Niche,,The article does not address in-car experience or interior vehicle features.,0.0,0.0,,,Sustainability and environmental responsibility are not discussed.,0.0,0.0,,,0.0,0.0,,BMW is not mentioned or discussed in the article.,Off-Stage,Competitor-Led,,0.0,0.0,,Mercedes is not mentioned or discussed in the article.,Off-Stage,Competitor-Led,,32.0,4.0,2.0,Leader,Great Story,,Audi is featured as the incoming F1 team principal employer for Wheatley.,0.0,0.0,,Tesla is not mentioned or referenced in the article.,Off-Stage,Competitor-Led,,True,1.0,False,1.0,False,1.0,True,1.0,False,1.0,False,1.0,True,1,1,Narrative_Innovation,2.0,1.0,False,1.0,False,1.0,True,2.0,False,1.0,,True
recBdBUwofxyhs725,Esquire,8/7/24,Brian O’Keefe,Lewis Hamilton on Winning Again and Making the Formula 1 Movie with Brad Pitt,https://www.esquire.com/sports/a61806513/lewis-hamilton-formula-1-brad-pitt-interview/,2139,2,4,"Lewis Hamilton discusses his racing comeback, future, and F1 movie project.",2,3.0,Niche,,"Hamilton reflects on high-level racing performance, resilience, and competitive drive.",4.0,3.0,Healthy,,Hamilton describes the emotional thrill and satisfaction of winning and racing.,3.75,2.75,Healthy,,The article covers technical authenticity in the F1 movie and training innovations.,2.0,2.0,Niche,,"Hamilton mentions comfort, music, and routines for well-being during travel.",1.75,2.0,Niche,,Sustainability is briefly referenced through Hamilton's foundation and giving back.,1.0,2.0,Niche,,0.0,0.0,,BMW is not mentioned or discussed in the article.,Off-Stage,Missed Opportunity,,5.0,1.25,1.0,Mercedes is referenced as Hamilton's team and hotel partner in F1 context.,Supporting Player,Low-Heat Visibility,,0.0,0.0,,Off-Stage,Missed Opportunity,,,0.0,0.0,,,Off-Stage,Missed Opportunity,,True,3.0,True,3.0,True,2.75,True,2.0,True,2.0,True,2.0,True,1,0,Narrative_Performance,4.0,3.0,False,1.0,True,1.0,False,1.0,False,1.0,,True
recyuSPondjj3B9KO,MotorTrend,8/7/24,Jason Gonderman,"Audi Flagship Q7, Q8 Fast Family Haulers Get Freshened",https://www.motortrend.com/reviews/2025-audi-q7-sq7-q8-sq8-performance-suv-first-drive,1856,2,4,"Review of 2025 Audi Q7, Q8, SQ7, and SQ8 updates, features, and driving experience.",4,2.75,Healthy,,"Highlights strong performance, powerful engines, and refined ride in all models.",4.0,2.75,Healthy,,"Describes engaging driving dynamics, responsive handling, and driving enjoyment.",3.75,2.5,Healthy,,"Covers advanced tech like Matrix LED lights, digital displays, and app integration.",3.0,2.25,Healthy,,"Emphasizes spacious, comfortable interiors, quality materials, and infotainment.",3.5,2.5,Healthy,,"No mention of sustainability, electrification, or environmental responsibility.",0.0,0.0,,,0.0,0.0,,,Off-Stage,Competitor-Led,,0.0,0.0,,,Off-Stage,Competitor-Led,,41.25,5.0,2.75,Leader,Great Story,,"Article reviews 2025 Audi Q7 and Q8 updates, focusing on luxury SUV features.",0.0,0.0,,Tesla is not mentioned or referenced in the article.,Off-Stage,Competitor-Led,,True,2.75,True,2.75,True,2.5,True,2.25,True,2.5,False,1.0,True,1,1,Narrative_Performance,4.0,2.75,False,1.0,False,1.0,True,2.75,False,1.0,,True
recVx6iQvLeR496EM,Engadget,8/13/24,cherlynn low,"Pixel Watch 3 hands-on: A bigger size, bigger screen and bigger battery promises",https://www.engadget.com/deals/best-apple-deals-150020110.html,1952,2,4,"Hands-on review of the Pixel Watch 3, focusing on new features and improvements.",2,2.5,Niche,,,0.0,0.0,,,,0.0,0.0,,,"The article highlights technical innovation in smartwatch features, such as loss of pulse detection, improved sensors, adaptive displays, and AI-driven workout suggestions.",4.0,2.75,Healthy,,"The article discusses the in-device experience, including comfort, display quality, interface usability, and integration with other devices.",3.75,2.5,Healthy,,"Mentions of power efficiency and battery-saving features touch on sustainability, but only briefly.",1.0,1.0,Niche,,0.0,0.0,,,Off-Stage,Missed Opportunity,,0.0,0.0,,,Off-Stage,Missed Opportunity,,0.01,0.25,1.0,Supporting Player,Low-Heat Visibility,,Audi is only mentioned as a future partner for Pixel Watch 3 car unlock feature.,0.0,0.0,,Tesla is not mentioned or referenced in the article.,Off-Stage,Missed Opportunity,,True,2.5,False,1.0,False,1.0,True,2.75,True,2.5,True,1.0,True,1,0,Narrative_Innovation,4.0,2.75,False,1.0,False,1.0,True,1.0,False,1.0,,True
recC0MeBE5TPD8Hhi,The Drive,8/13/24,Nico DeMattia,2024 Lamborghini Urus Performante Review: A Physics-Defying Branding Exercise,https://www.thedrive.com/car-reviews/2024-lamborghini-urus-performante-review,1703,2,4,"Review of the Lamborghini Urus Performante focusing on performance, design, and value.",4,-1.0,Risky,,"The article highlights the Urus Performante's extreme power, handling, and braking, but notes it lacks the special feel expected at its price and compared to rivals.",5.0,0.0,Healthy,,"Driving enjoyment is discussed, with praise for handling and speed but criticism for lack of emotional connection and character compared to other Lamborghinis.",4.0,-0.75,Risky,,"Mentions technical features like rear-wheel steering, carbon ceramic brakes, and fixed shocks, but frames them as expected rather than groundbreaking.",2.25,0.0,Niche,,"Interior quality is critiqued for feeling too similar to Audi, with some cheap-feeling elements, though seats and space are praised.",2.75,-1.0,Risky,,Environmental responsibility and sustainability are not discussed in the article.,0.0,0.0,,,0.0,0.0,,,Off-Stage,Missed Opportunity,,0.0,0.0,,,Off-Stage,Missed Opportunity,,-8.44,2.25,-1.25,Under Fire,Soft Target,,Audi is referenced as the technical and design foundation for the Urus.,0.0,0.0,,Tesla is not mentioned or referenced in the article.,Off-Stage,Missed Opportunity,,True,-1.0,True,1.0,True,-1.0,True,1.0,True,-1.0,False,1.0,True,1,1,Narrative_Performance,5.0,0.0,False,1.0,False,1.0,True,-1.25,False,1.0,,True
recL5qJ9l3HC78HMx,Wired,8/16/24,Alistair Charlton,EVs Are Losing Up to 50 Percent of Their Value in One Year,https://www.wired.com/story/evs-are-losing-up-to-50-percent-of-their-value-in-one-year/,2379,2,4,The article analyzes rapid depreciation of electric vehicles versus gas cars.,2,-2.25,Risky,,Premium performance is referenced through luxury EVs but not deeply explored.,1.25,-0.75,Ambient Risk,,Fun to drive is implied in luxury and enthusiast EVs but not a main focus.,0.75,-0.25,Ambient Risk,,Technical innovation is discussed via OTA updates and battery tech in EVs.,2.0,0.25,Niche,,In-car experience is briefly mentioned in context of features and upgrades.,0.75,0.25,Niche,,Sustainability is referenced as a motivation for EVs but not deeply analyzed.,1.0,0.25,Niche,,0.0,0.0,,BMW is not mentioned or discussed in the article.,Off-Stage,Overlooked,,-16.0,2.0,-2.0,Mercedes is discussed as an example of EV depreciation and market challenges.,Under Fire,Bumps & Bruises,,-12.0,2.0,-2.0,Under Fire,Bumps & Bruises,,Audi is discussed as an example of steep EV depreciation in the UK market.,-8.0,2.0,-1.0,Tesla is highlighted for EV depreciation but fares better than rivals.,Under Fire,Soft Target,,True,-2.25,True,-1.0,True,-1.0,True,1.0,True,1.0,True,1.0,True,3,3,Narrative_Innovation,2.0,0.25,False,1.0,True,-2.0,True,-2.0,True,-1.0,,True
recV0E24uAt2YA8kr,Wired,8/16/24,Alistair Charlton,EVs Are Losing Up to 50 Percent of Their Value in One Year,https://www.wired.com/story/evs-are-losing-up-to-50-percent-of-their-value-in-one-year/,2383,2,4,The article analyzes rapid depreciation of electric vehicles in the used market.,2,-2.25,Risky,,"Performance is referenced in context of EVs losing value, not as a main focus.",0.5,-0.25,Ambient Risk,,Driving enjoyment is not discussed or implied in the article.,0.0,0.0,,,Technical innovation is mentioned regarding software updates and battery tech.,1.25,0.25,Niche,,In-car experience is briefly touched on with infotainment upgrades and features.,0.5,0.25,Niche,,Sustainability is referenced as context for EV adoption but not deeply explored.,0.75,0.25,Niche,,0.0,0.0,,BMW is not mentioned or discussed in the article.,Off-Stage,Competitor-Led,,-18.0,2.25,-2.0,"Mercedes is discussed as an example of EV depreciation, especially the EQE model.",Under Fire,Bumps & Bruises,,-15.19,2.25,-2.25,Under Fire,Bumps & Bruises,,Audi is discussed as an example of EVs facing severe first-year depreciation.,-12.5,2.5,-1.25,Tesla is discussed as a benchmark for EV depreciation and software updates.,Under Fire,Soft Target,,True,-2.25,True,-1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,3,3,Narrative_Innovation,1.25,0.25,False,1.0,True,-2.0,True,-2.25,True,-1.25,,True
reccXItdfGoxTxJM2,Wired,8/16/24,Alistair Charlton,EVs Are Losing Up to 50 Percent of Their Value in One Year,https://www.wired.com/story/evs-are-losing-up-to-50-percent-of-their-value-in-one-year/,2383,2,4,The article analyzes rapid depreciation of electric vehicles in the used car market.,2,-2.25,Risky,,"Performance is discussed mainly as a factor in EV desirability, not as a focus.",0.5,-0.25,Ambient Risk,,Driving enjoyment is referenced in context of EV appeal but not explored deeply.,0.5,-0.25,Ambient Risk,,Technical innovation is noted in OTA updates and rapid EV tech improvements.,2.0,0.75,Niche,,Interior experience is only briefly touched on as a secondary consideration.,0.25,0.01,Niche,,Sustainability is discussed as a motivation for EVs but not as a main theme.,1.0,0.25,Niche,,0.0,0.0,,BMW is not mentioned or discussed in the article.,Off-Stage,Overlooked,,-16.0,2.0,-2.0,Mercedes is discussed as an example of severe EV depreciation.,Under Fire,Bumps & Bruises,,-15.19,2.25,-2.25,Under Fire,Bumps & Bruises,,Audi is discussed as an example of severe EV depreciation in the UK market.,-10.0,2.0,-1.25,Tesla is cited for depreciation rates and software update advantages.,Under Fire,Soft Target,,True,-2.25,True,-1.0,True,-1.0,True,1.0,True,1.0,True,1.0,True,3,3,Narrative_Innovation,2.0,0.75,False,1.0,True,-2.0,True,-2.25,True,-1.25,,True
